"Region","Country ","Country Full Name","company","Sector Focus","Description","City","Website"
"Africa","ZMB","Zambia","Zambia Business Angels Network (ZBAN)","Tech startups, fintech, logistics","Angel investor network supporting innovative startups in Zambia.","Lusaka","zban.org.zm"
"Africa","ZMB","Zambia","Prospero Zambia","Diversified SMEs","Impact facilitation org: prepares SMEs for investment & connects them with investors.","Lusaka","prospero.co.zm"
"Americas","USA","United States","RSK Enterprises","Manufacturing, industrial services, consumer goods","Based in Los Angeles, RSK targets industrial companies with revenues up to $75M.","Los Angeles"," "
"Americas","USA","United States","Seaside Equity Partners","Logistics, cybersecurity, education, data services","San Diego–based, invests in lower middle-market businesses with EBITDA $3–15M.","San Diego","seasideequity.com"
"Americas","USA","United States","Caltius Equity Partners","Industrial services, technology, business services","Los Angeles–based lower middle-market PE fund.","Los Angeles","caltius.com"
"Americas","USA","United States","Calera Capital","Specialty industrial services, distribution, manufacturing","San Francisco–based, targets companies with EV up to $1B.","San Francisco","caleracapital.com"
"Americas","USA","United States","ValueStreet Equity Partners","Manufacturing, B2B services","San Diego–based, focused on small industrial companies.","San Diego","valuestreetequity.com"
"Americas","USA","United States","Cogenuity Partners","High-tech manufacturing, infrastructure, industrial services","San Francisco–based, raised $425M for its first fund (2025).","San Francisco","cogenuitypartners.com"
"Americas","USA","United States","General Catalyst (West Coast)","Manufacturing, B2B services, healthcare","Palo Alto–based VC/PE hybrid, supports traditional businesses undergoing transformation.","Palo Alto","generalcatalyst.com"
"Americas","USA","United States","Ravelin Capital","Manufacturing, defense, energy, fishing, timber","San Francisco–based, focused on defense/industrial startups.","San Francisco"," "
"Americas","USA","United States","Industry Ventures","SaaS, industrial software, B2B services","San Francisco–based, manages $8B+ AUM across VC and secondary strategies.","San Francisco","industryventures.com"
"Americas","USA","United States","Scale Venture Partners","SaaS, infrastructure, AI applications","Based in Foster City, invests in growth-stage tech and industrial software.","Foster City","scalevp.com"
"Americas","USA","United States","Palisades Growth Capital","Manufacturing, environmental services, healthcare","Los Angeles–based, growth capital for industrial tech and clean services.","Los Angeles","palisadesgrowth.com"
"Americas","USA","United States","Artemis","Industrial technology","Boston-based PE firm, acquires and grows differentiated industrial tech manufacturers.","Boston","artemislp.com"
"Americas","USA","United States","Union Park Capital","Industrial technology","PE firm focused exclusively on lower middle-market industrial tech businesses.","Boston","union-park.com"
"Americas","USA","United States","Copley Equity Partners","Lower mid-market","Boston-based, backs private companies with strong management teams.","Boston","copleyequity.com"
"Americas","USA","United States","Charlesbank Capital Partners","Business services, industrial tech","Mid-market PE with offices in Boston & NY, focus on industrial services.","Boston","charlesbank.com"
"Americas","USA","United States","Berkshire Partners","Business services, industrial tech, healthcare, consumer","Boston-based PE, raised $7.8B for its 11th flagship fund.","Boston","berkshirepartners.com"
"Americas","USA","United States","Audax Group","Middle-market","Alternative asset manager with $39B+ AUM, focused on U.S. middle-market.","Boston","audaxgroup.com"
"Americas","USA","United States","General Catalyst (East Coast)","Manufacturing, B2B services, healthcare","Invested $120M in Re:Build Manufacturing to support U.S. industrial reshoring.","Boston","generalcatalyst.com"
"Americas","USA","United States","Battery Ventures","SaaS, infra software, consumer, industrial tech, life sciences","Boston-based global tech investor, $13B+ AUM.","Boston","battery.com"
"Americas","USA","United States","Polaris Partners","Healthcare, biotech, enterprise software","Boston-based VC, strong healthcare and disruptive tech focus.","Boston","polarispartners.com"
"Americas","USA","United States","PJC (ex-Point Judith Capital)","Enterprise software, AI","Boston-based early-stage VC, software & AI specialists.","Boston","pjc.vc"
"Americas","USA","United States","Underscore VC","B2B software","Boston-based VC backing bold early-stage entrepreneurs.","Boston","underscore.vc"
"Americas","USA","United States","The Engine (MIT)","Tough tech, deep tech","MIT-backed fund supporting startups building complex industrial technologies.","Boston","engine.xyz"
"Americas","USA","United States","The Carlyle Group","Aerospace, healthcare, technology, infrastructure","Global PE giant based in Washington, D.C., with $440B+ AUM.","Washington DC","carlyle.com"
"Americas","USA","United States","EIG Global Energy Partners","Energy, infrastructure, emerging tech","D.C.-based, specializes in global energy & infrastructure investments.","Washington DC","eigpartners.com"
"Americas","USA","United States","Vantage Capital Partners","Industrial SMEs, succession, expansion","Long-term acquirer/operator of U.S. SMEs.","Washington DC","vantagecapitalpartners.com"
"Americas","USA","United States","Firmament","Tech, healthcare, environment","Provides tailored capital solutions for lower middle-market businesses.","Washington DC","firmament.com"
"Americas","USA","United States","SEAF (Small Enterprise Assistance Funds)","Agribusiness, manufacturing, B2B services","Global impact investor supporting SMEs in emerging markets; U.S. HQ in D.C.","Washington DC","seaf.com"
"Americas","USA","United States","Construct Capital","Manufacturing, logistics, infra, energy","D.C.-based, raised $300M to invest in early-stage industrial tech startups.","Washington DC","construct.capital"
"Americas","USA","United States","Anzu Partners","Industrial tech, life sciences","Invests in breakthrough innovations in industrial and life science sectors.","Washington DC","anzupartners.com"
"Americas","USA","United States","Updata Partners","B2B software, growth tech","Growth-equity firm focused on B2B software.","Washington DC","updata.com"
"Americas","USA","United States","JMI Equity","Software, B2B services","Focused on investing in leading B2B software firms.","Washington DC","jmi.com"
"Americas","USA","United States","SaaS Ventures","Enterprise tech, B2B software","Seed-stage VC fund based in D.C., invests in enterprise SaaS.","Washington DC","saasventures.vc"
"Americas","USA","United States","Revolution Ventures","Fintech, cybersecurity, AI, SaaS, healthcare","Founded by Steve Case, invests in early-stage startups across the U.S.","Washington DC","revolution.com"
"Americas","USA","United States","New Enterprise Associates (NEA)","Software, industrial tech, healthcare","One of the largest global VC funds, with a strong presence in Washington, D.C.","Washington DC","nea.com"
"Africa","ZWE","Zimbabwe","National Venture Capital Company of Zimbabwe (NVCCZ)","Agribusiness, manufacturing, energy, B2B services","Provides equity financing to startups and growing SMEs, with incubation & acceleration programs.","Harare","nvccz.co.zw (planned)"
"Africa","ZWE","Zimbabwe","Vakayi Capital","Essential services, infrastructure, health, education","Impact investor focusing on entrepreneurs delivering essential services in Zimbabwe.","Harare","vakayicapital.com"
"Africa","ZWE","Zimbabwe","Quant Africa – SME Vision Fund","Export, import substitution, technology","Invests in high-impact, high-growth SMEs with tailored financing structures.","Harare","quantafrica.com"
"Africa","ZWE","Zimbabwe","AAF SME Fund","Agribusiness, food processing","Pan-African agri fund; invested in Interfresh Limited (Zimbabwe agro-industrial firm), supports smallholder integration.","Harare","aaf-group.com"
"Africa","ZWE","Zimbabwe","Business Partners International (BPI)","Industry, agribusiness, B2B services","SME financier (turnover < $10M), backed by AfDB, providing debt/equity to Zimbabwean SMEs.","Harare","businesspartners.africa"
"Africa","ZWE","Zimbabwe","BUILD Fund (Bamboo Capital Partners & UNCDF)","SDG-aligned SMEs, sustainable development","Impact fund with technical assistance facility (BUILDER TA) to support SME growth in emerging markets incl. Zimbabwe.","Harare","buildfund.org"
"Africa","ZWE","Zimbabwe","Allumez Capital (Pvt) Ltd","Diversified SME sectors","Provides financing and professional support to Zimbabwean SMEs.","Harare","allumezcapital.com "
"Africa","ZWE","Zimbabwe","First Capital Bank & European Investment Bank (EIB)","Diversified SME sectors","Established SME credit facility to support Zimbabwean SMEs and mid-sized enterprises with financing solutions.","Harare","firstcapitalbank.co.zw / eib.org"
"Asia","LBN","Lebanon","EuroMena Funds","Diversified SME sectors","Founded in 2005, EuroMena is one of the leading PE firms in the MEA region, specializing in emerging markets with a strong track record.","Beirut","euromenafunds.com"
"Asia","LBN","Lebanon","Emerging Investment Partners (EIP)","SMEs, agribusiness, manufacturing","Launched a PE fund to support SMEs in Lebanon, Jordan, Egypt, and Iraq.","Beirut","eip-capital.com"
"Asia","LBN","Lebanon","Theemar Tripoli Investment Fund","Diversified SME sectors","Multi-stage fund dedicated to investing in SMEs and entrepreneurs in Tripoli, fostering economic growth and job creation.","Tripoli","theemartrablos.com"
"Asia","LBN","Lebanon","Levant Investment Bank (LIBANK)","Media, education, digital tourism, tech, fashion","Investment bank offering PE products, with operations in Beirut and London.","Beirut","libank.com.lb"
"Asia","LBN","Lebanon","Berytech Fund II","ICT, digital content, industrial design, renewables","Beirut-based VC fund investing in Lebanese SMEs with high growth potential.","Beirut","berytech.org"
"Asia","LBN","Lebanon","IM Ventures (IM Capital)","Growth-stage startups, renewable energy","Provides matching capital, equity guarantees, and SME acceleration programs for early and growth-stage companies.","Beirut","im-fndng.com"
"Asia","LBN","Lebanon","Cedar Mundi Ventures","Tech, international startups with Lebanese presence","Lebanese VC investing in international tech startups with substantial Lebanese economic presence.","Beirut","cedarmundi.com*"
"Asia","LBN","Lebanon","Middle East Venture Partners (MEVP)","ICT, fintech, B2B services","Leading MENA-focused VC, active across early and growth stages in innovative companies.","Beirut","mevp.com"
"Asia","LBN","Lebanon","Saned Partners","Early-stage enterprises in MENA","Independent VC fund supporting early-stage businesses across MENA towards growth and profitability.","Beirut","sanedpartners.com*"
"Africa","SEN","Senegal","Temasek Holdings","Diversified incl. advanced manufacturing, energy, agribusiness","Singapore’s sovereign investment company; invested SGD 100M in Hi-P International (advanced manufacturing).","Singapore","temasek.com.sg"
"Africa","SEN","Senegal","RRJ Capital","Healthcare, manufacturing, infrastructure, energy","Founded by ex-Goldman Sachs & Temasek leaders; one of the largest PE firms in Asia.","Singapore","rrj.com"
"Africa","SEN","Senegal","ShawKwei & Partners","Manufacturing, industrial services, logistics","Asia-focused PE firm specializing in growing industrial businesses.","Singapore","shawkwei.com"
"Africa","SEN","Senegal","Heritas Capital","Health, education, agribusiness, environment","Multi-fund impact investment platform supporting innovative companies from seed to growth.","Singapore","heritascapital.com"
"Africa","SEN","Senegal","Proterra Investment Partners Asia","Agribusiness, food processing","Focused on food and agriculture; recently invested in a healthy snacks company in Australia.","Singapore","proterrapartners.com"
"Africa","SEN","Senegal","Antler","Tech startups, manufacturing, energy","Founded in 2017 in Singapore; one of the world’s most active seed-stage VC firms.","Singapore","antler.co"
